Bedroom_AbvGr,BsmtFin_SF_1,BsmtFin_SF_2,BsmtFin_Type_1,BsmtFin_Type_2,Bsmt_Cond,Bsmt_Exposure,Bsmt_Qual,Bsmt_Unf_SF,Electrical,Enclosed_Porch,Exter_Cond,Exter_Qual,Fireplace_Qu,Fireplaces,First_Flr_SF,Garage_Cars,Garage_Finish,Garage_Qual,Gr_Liv_Area,Kitchen_Qual,Lot_Area,Lot_Frontage,Low_Qual_Fin_SF,Mas_Vnr_Area,Open_Porch_SF,Overall_Cond,Overall_Qual,Paved_Drive,Sale_Price,Screen_Porch,Second_Flr_SF,Three_season_porch,TotRms_AbvGrd,Total_Bsmt_SF,Utilities,Wood_Deck_SF,id,Has_Pool,Total_Bath,Has_Alley,Has_Basement,Has_Fence,Is_Remodeled,House_Age,Total_SF,close_to_park,close_to_street,close_to_railroad,Regular_Lot_Shape,Irregular_Lot_Shape,Residential_Zoning,Commercial_Zoning,Industrial_Zoning,Agricultural_Zoning,Bldg_Type_OneFam,Bldg_Type_Twnhs,Bldg_Type_TwnhsE,Bldg_Type_TwoFmCon,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,House_Style_One_and_Half_Fin,House_Style_One_and_Half_Unf,House_Style_SFoyer,House_Style_SLvl,House_Style_Two_Story,House_Style_Two_and_Half_Fin,House_Style_Two_and_Half_Unf,Land_Contour_HLS,Land_Contour_Low,Land_Contour_Lvl,Neighborhood_Blueste,Neighborhood_Briardale,Neighborhood_Brookside,Neighborhood_Clear_Creek,Neighborhood_College_Creek,Neighborhood_Crawford,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Green_Hills,Neighborhood_Greens,Neighborhood_Iowa_DOT_and_Rail_Road,Neighborhood_Landmark,Neighborhood_Meadow_Village,Neighborhood_Mitchell,Neighborhood_North_Ames,Neighborhood_Northpark_Villa,Neighborhood_Northridge,Neighborhood_Northridge_Heights,Neighborhood_Northwest_Ames,Neighborhood_Old_Town,Neighborhood_Sawyer,Neighborhood_Sawyer_West,Neighborhood_Somerset,Neighborhood_South_and_West_of_Iowa_State_University,Neighborhood_Stone_Brook,Neighborhood_Timberland,Neighborhood_Veenker,Roof_Style_Gable,Roof_Style_Gambrel,Roof_Style_Hip,Roof_Style_Mansard,Roof_Style_Shed,Sale_Condition_AdjLand,Sale_Condition_Alloca,Sale_Condition_Family,Sale_Condition_Normal,Sale_Condition_Partial,Street_Pave
3,7,0,1,1,3,1,5,1491,5,0,2,3,0,0,1491,2,2,3,1491,3,9116,70,0,0,100,10,8,2,209000,0,0,0,7,1491,3,120,2888,0,2.0,0.0,1.0,0.0,0.0,5,4700,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3,3,0,6,1,3,2,4,172,5,0,2,3,3,1,1442,2,3,3,1442,3,10357,114,0,0,244,10,7,2,179900,0,0,0,6,910,3,0,2091,0,3.0,0.0,1.0,0.0,1.0,17,2771,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4,4,981,2,6,3,1,4,0,5,0,2,3,3,1,1251,3,2,3,2349,3,13143,85,0,504,130,10,8,2,362500,0,1098,0,9,1231,3,32,92,0,3.5,0.0,1.0,0.0,0.0,17,4727,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,3,0,6,1,3,4,4,0,5,0,2,2,0,0,1072,2,3,3,1072,2,3675,35,0,80,28,10,10,2,145000,0,0,0,5,547,3,0,2826,0,2.0,0.0,1.0,0.0,0.0,1,1650,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
6,3,0,6,1,3,1,5,348,5,0,2,2,3,2,1168,4,3,3,2787,2,11855,0,0,23,0,10,7,2,269500,0,1619,0,8,1168,3,312,816,0,7.0,0.0,1.0,0.0,0.0,9,4618,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4,6,0,3,1,3,1,3,697,5,0,3,2,0,0,1133,1,1,3,1820,2,9120,60,0,0,100,6,7,0,184000,0,687,0,8,1026,3,0,1353,0,3.0,1.0,1.0,1.0,1.0,83,3649,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,4,0,2,1,2,1,3,0,5,55,2,2,4,2,832,1,1,3,1268,2,6300,70,0,88,0,4,10,2,160000,0,436,0,7,832,3,0,906,0,1.5,1.0,1.0,0.0,1.0,71,2104,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,7,0,1,1,3,4,5,1765,5,0,2,3,4,1,1804,3,3,3,2690,3,16451,112,0,221,58,10,8,2,370000,0,886,0,9,1765,3,268,1069,0,2.5,0.0,1.0,0.0,0.0,5,6553,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,4,982,5,0,2,2,3,1,1007,2,3,3,1800,2,8123,60,0,16,63,10,6,2,179000,0,793,0,7,982,3,100,488,0,2.5,0.0,1.0,0.0,0.0,9,3934,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1,3,0,6,1,3,4,4,25,5,0,2,2,1,1,526,1,2,3,988,2,1596,21,0,0,101,6,4,2,94900,0,462,120,4,462,3,0,1598,0,2.0,0.0,1.0,1.0,0.0,35,1579,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,3,1,4,311,5,0,2,2,0,0,689,1,3,3,1392,2,10900,0,0,153,36,7,6,2,161750,0,703,0,6,689,3,0,261,0,1.5,0.0,1.0,1.0,0.0,33,2431,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4,3,0,6,1,3,2,4,1335,5,0,2,3,4,1,1392,2,2,3,2462,3,19378,134,0,456,132,10,7,2,320000,0,1070,168,9,1392,3,239,2317,0,3.5,0.0,1.0,0.0,1.0,1,5563,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3,2,0,4,1,3,3,3,752,5,246,2,2,3,1,1128,2,1,3,1128,2,18160,160,0,138,108,6,6,1,154204,0,0,0,6,1302,3,0,1631,0,2.0,0.0,1.0,1.0,0.0,43,3292,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,0,6,1,3,1,3,207,5,0,2,2,0,0,845,1,1,3,845,3,6600,60,0,0,0,6,10,2,134500,0,0,0,6,845,3,0,1607,0,1.0,0.0,1.0,0.0,1.0,26,1900,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,1,0,5,1,3,1,3,317,5,0,2,2,0,0,912,2,1,3,912,3,8872,72,0,300,240,8,10,2,147000,0,0,0,5,912,3,0,1194,0,2.0,0.0,1.0,0.0,1.0,43,2382,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1,6,850,3,5,3,3,4,46,5,148,2,2,3,2,1000,2,1,3,1000,2,13050,87,0,0,0,6,10,2,164000,0,0,0,4,1000,3,238,2727,0,2.0,0.0,1.0,0.0,0.0,43,3140,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4,3,0,6,1,3,1,4,983,5,0,2,3,3,1,2129,2,3,3,2872,3,10678,85,0,337,33,10,8,2,285000,0,743,0,9,1683,3,0,1834,0,2.5,0.0,1.0,0.0,1.0,15,5574,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,3,0,6,1,3,3,4,186,5,0,2,3,4,1,848,2,2,3,848,3,4438,0,0,205,0,10,6,2,149000,0,0,0,3,848,3,149,1484,0,2.0,0.0,1.0,0.0,0.0,4,2034,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,3,0,6,1,3,1,4,285,5,0,2,2,4,1,567,1,1,3,1098,2,4000,63,0,0,0,8,7,2,148500,0,531,0,5,531,3,0,2202,0,2.0,0.0,1.0,1.0,1.0,77,1917,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,7,0,1,1,3,1,3,932,4,214,2,2,4,1,932,1,1,3,932,3,8280,57,0,0,0,10,6,2,124000,0,0,0,4,932,3,0,1900,0,1.0,0.0,1.0,1.0,0.0,57,2803,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,4,791,5,0,3,2,3,1,1236,2,3,3,2093,2,20544,46,0,123,63,6,7,2,215000,0,857,0,7,791,3,364,1017,0,2.5,0.0,1.0,1.0,1.0,22,4109,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,1,0,5,1,3,1,4,162,5,264,2,2,3,2,981,1,1,3,1768,3,7200,60,0,252,0,7,10,2,175000,0,787,0,7,731,3,0,2201,0,2.5,0.0,1.0,1.0,1.0,70,2662,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,3,3,4,1528,5,0,2,3,0,0,1552,3,2,3,1552,3,10084,84,0,196,20,10,7,2,212900,0,0,0,7,1552,3,144,2811,0,2.0,0.0,1.0,0.0,1.0,1,4799,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3,3,0,6,1,3,1,4,58,5,0,2,3,4,1,744,2,3,3,1374,3,13300,67,0,0,0,10,7,2,184500,0,630,0,7,384,3,100,55,0,3.5,0.0,1.0,0.0,0.0,6,1919,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,3,1,5,570,5,0,2,4,4,1,2020,3,3,3,2020,4,12220,94,0,305,54,10,10,2,402861,0,0,0,9,2006,3,156,431,0,3.5,0.0,1.0,0.0,0.0,0,4809,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3,6,417,3,4,3,3,4,399,5,0,2,2,0,0,907,1,2,3,907,2,16300,39,0,0,0,4,10,2,130000,0,0,0,5,876,3,0,2139,0,2.0,0.0,1.0,1.0,0.0,30,2605,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,2,1,3,530,5,144,2,2,0,0,581,1,1,3,1111,1,7200,60,0,0,0,7,10,0,101000,0,530,0,6,530,3,0,2039,0,1.0,0.0,1.0,0.0,1.0,87,2178,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,3,0,6,1,3,3,4,1129,5,0,2,3,0,0,1145,2,3,3,1145,3,3203,43,0,14,116,10,7,2,160000,0,0,0,6,1145,3,100,53,0,2.0,0.0,1.0,0.0,0.0,4,3638,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,3,784,4,0,2,2,0,0,900,2,1,3,1312,2,7500,50,0,0,28,6,6,2,127000,0,412,0,6,784,3,0,2594,0,1.5,0.0,1.0,0.0,1.0,59,2915,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,7,0,1,1,3,1,2,432,4,112,2,2,0,0,672,0,0,0,672,2,8534,61,0,0,0,4,4,0,72000,0,0,0,4,432,3,0,2875,0,1.0,0.0,1.0,1.0,1.0,81,1543,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,3,1,3,370,5,0,2,2,0,0,546,0,0,0,1092,2,1476,21,0,0,26,7,4,2,76000,0,546,0,5,546,3,200,330,0,1.5,0.0,1.0,0.0,0.0,40,2237,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,3,1,4,270,5,0,2,2,2,1,1679,2,2,3,1679,3,8125,65,0,258,42,10,6,2,193500,0,0,0,7,1408,3,224,1142,0,3.0,0.0,1.0,0.0,1.0,14,3626,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,3,1,4,300,5,0,2,3,3,1,1062,2,3,3,1949,3,9938,80,0,246,90,10,7,2,236000,0,887,0,8,1050,3,156,248,0,3.5,0.0,1.0,1.0,1.0,17,3548,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,4,1026,5,0,2,3,4,1,1026,3,3,3,1958,3,10625,85,0,0,210,10,7,2,250000,0,932,0,9,1026,3,154,1126,0,2.5,0.0,1.0,0.0,0.0,3,4381,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,4,840,5,0,2,3,4,1,840,2,3,3,1720,3,8244,62,0,0,48,10,7,2,183500,0,880,0,7,840,3,100,1751,0,2.5,0.0,1.0,0.0,0.0,3,3555,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,4,0,2,1,3,1,4,580,4,0,2,2,4,1,1196,1,2,3,1196,2,9000,72,0,74,44,10,6,2,139000,0,0,0,6,1196,3,0,1242,0,2.0,0.0,1.0,0.0,0.0,52,3020,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,4,970,5,0,2,3,0,0,970,2,1,3,1709,3,2522,24,0,50,40,10,7,2,130000,0,739,0,7,970,3,0,2830,0,2.0,0.0,1.0,0.0,0.0,2,3696,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,4,860,5,0,2,3,0,0,860,2,2,3,1720,3,11645,89,0,0,70,10,7,2,196500,0,860,0,7,860,3,0,2812,0,2.5,0.0,1.0,0.0,0.0,2,3517,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,4,798,5,0,2,3,0,0,798,2,2,3,1640,3,8366,65,0,0,45,10,6,2,173000,0,842,0,6,798,3,138,1138,0,2.5,0.0,1.0,0.0,0.0,4,3426,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,3,4,5,482,5,0,2,3,0,0,1537,3,3,3,1537,3,11563,74,0,258,26,10,8,2,294000,0,0,0,8,1518,3,0,1574,0,3.0,0.0,1.0,0.0,1.0,2,3566,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
3,2,0,4,1,3,1,3,460,5,0,2,2,0,0,892,1,2,3,892,2,7150,65,0,60,0,10,10,2,100000,0,0,0,5,892,3,0,419,0,1.0,0.0,1.0,1.0,0.0,42,2246,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,3,0,6,1,3,3,4,416,5,0,2,3,3,1,1557,2,2,3,1557,4,4109,35,0,260,113,10,9,2,305000,0,0,0,5,1557,3,124,1171,0,3.0,0.0,1.0,0.0,1.0,9,3770,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,1,0,5,1,3,1,3,300,5,0,2,2,0,0,836,1,1,3,836,2,2104,24,0,0,20,6,7,2,128500,0,0,0,5,836,3,150,418,0,1.5,0.0,1.0,0.0,0.0,33,2143,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,3,3,4,496,5,162,3,3,3,2,1902,2,3,3,1902,4,17500,100,0,0,207,8,7,2,335000,0,0,0,7,1902,3,0,297,0,3.0,0.0,1.0,0.0,1.0,51,4510,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,7,0,1,1,3,1,2,700,5,67,2,2,4,1,1180,1,1,3,1180,1,11600,80,0,0,0,10,4,2,137500,0,0,0,5,700,3,0,2862,0,1.0,0.0,1.0,0.0,1.0,84,2587,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,6,0,3,1,3,1,3,572,5,0,2,2,0,0,1144,2,1,3,1144,2,7875,75,0,136,0,6,10,2,139950,0,0,0,6,1144,3,0,1231,0,2.0,0.0,1.0,1.0,0.0,47,2866,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,6,0,3,1,3,1,3,457,5,0,2,3,4,1,1036,1,1,3,1268,2,12144,60,232,0,28,7,10,2,133000,0,0,0,6,832,3,0,676,0,1.0,0.0,1.0,0.0,1.0,60,2591,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,3,4,5,516,5,0,2,3,4,1,1712,3,2,3,1712,3,16770,129,0,270,183,10,8,2,286500,0,0,0,8,1712,3,218,461,0,3.0,0.0,1.0,0.0,1.0,7,4344,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3,1,0,5,1,3,1,3,70,5,0,2,2,2,1,912,1,1,3,912,2,8521,70,0,0,0,10,10,2,125000,0,0,0,5,912,3,0,221,0,1.0,0.0,1.0,1.0,0.0,43,1895,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,1,0,5,1,3,1,3,359,5,0,2,2,0,0,1422,2,1,3,1422,2,9457,63,0,0,0,6,10,2,155000,0,0,0,7,925,3,252,1666,0,2.0,0.0,1.0,1.0,1.0,37,2959,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,3,344,6,5,3,3,4,70,5,0,2,3,3,1,827,2,2,3,1661,3,10667,43,0,0,61,6,7,2,212000,0,834,0,6,799,3,158,839,0,3.5,0.0,1.0,0.0,0.0,13,3096,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,1,0,5,1,3,3,3,216,5,0,2,2,2,1,976,2,2,3,976,3,9360,78,0,203,0,7,6,2,157500,0,0,0,4,976,3,94,2535,0,2.0,0.0,1.0,0.0,1.0,38,2263,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,7,0,1,1,3,3,4,1510,5,0,2,3,4,1,1525,2,2,3,1525,3,10936,59,0,0,18,10,7,2,206580,0,0,0,6,1510,3,100,1750,0,2.5,0.0,1.0,0.0,0.0,1,4670,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
