Bedroom_AbvGr,Bldg_Type,BsmtFin_SF_1,BsmtFin_SF_2,BsmtFin_Type_1,BsmtFin_Type_2,Bsmt_Cond,Bsmt_Exposure,Bsmt_Qual,Bsmt_Unf_SF,Electrical,Enclosed_Porch,Exter_Cond,Exter_Qual,Fireplace_Qu,Fireplaces,First_Flr_SF,Foundation,Garage_Area,Garage_Cars,Garage_Finish,Garage_Qual,Gr_Liv_Area,House_Style,Kitchen_Qual,Land_Contour,Lot_Area,Lot_Frontage,Low_Qual_Fin_SF,Mas_Vnr_Area,Neighborhood,Open_Porch_SF,Overall_Cond,Overall_Qual,Paved_Drive,Pool_Area,Roof_Style,Sale_Condition,Sale_Price,Screen_Porch,Second_Flr_SF,Street,Three_season_porch,TotRms_AbvGrd,Total_Bsmt_SF,Utilities,Wood_Deck_SF,id,Has_Pool,Total_Bath,Has_garage,Has_Alley,Has_Basement,Has_Fireplace,Has_Fence,Is_Remodeled,House_Age,Total_SF,close_to_park,close_to_street,close_to_railroad,Regular_Lot_Shape,Irregular_Lot_Shape,Residential_Zoning,Commercial_Zoning,Industrial_Zoning,Agricultural_Zoning
6,Duplex,7,0,Unf,Unf,Typical,No,Typical,1728,SBrkr,0,Typical,Typical,No_Fireplace,0,1728,CBlock,576,2,Unf,Typical,1728,One_Story,Typical,Lvl,11072,72,0,0,North_Ames,0,Average,Average,Paved,0,Gable,Normal,145000,0,0,Pave,0,10,1728,AllPub,0,1196,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,43,5191,0,0,0,0,1,1,0,0,0
1,OneFam,3,0,GLQ,Unf,Typical,Av,Good,0,SBrkr,0,Typical,Typical,Fair,1,1008,PConc,678,2,Fin,Typical,1008,SFoyer,Good,Lvl,9129,72,0,144,Mitchell,66,Average,Average,Paved,0,Gable,Normal,153500,0,0,Pave,0,4,923,AllPub,201,2293,0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,30,2201,0,0,0,1,0,1,0,0,0
3,OneFam,2,0,BLQ,Unf,Typical,No,Typical,447,SBrkr,0,Typical,Typical,Typical,1,1236,CBlock,288,1,Unf,Typical,1236,One_Story,Typical,Lvl,6993,65,0,0,Sawyer,0,Good,Average,Paved,0,Gable,Normal,135000,0,0,Pave,0,6,912,AllPub,0,2497,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,45,2597,0,1,0,1,0,1,0,0,0
3,OneFam,2,0,BLQ,Unf,Excellent,No,Typical,94,SBrkr,138,Typical,Typical,Poor,1,1127,CBlock,480,2,Unf,Typical,1127,One_Story,Typical,Lvl,6500,65,0,84,Edwards,0,Above_Average,Above_Average,Paved,0,Hip,Normal,135000,0,0,Pave,0,6,1127,AllPub,0,1491,0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,32,2350,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,Av,Good,1753,SBrkr,0,Typical,Good,Typical,1,1788,PConc,522,2,RFn,Typical,1788,One_Story,Excellent,Lvl,11838,0,0,0,College_Creek,151,Average,Very_Good,Paved,0,Hip,Normal,236500,0,0,Pave,0,7,1753,AllPub,202,865,0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,8,5654,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,Av,Good,1326,SBrkr,0,Typical,Good,No_Fireplace,0,1326,PConc,427,2,Fin,Typical,1326,One_Story,Good,Lvl,11660,102,0,0,Gilbert,0,Average,Above_Average,Paved,0,Gable,Partial,174190,0,0,Pave,0,6,1326,AllPub,100,2416,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0,4085,0,0,0,0,1,1,0,0,0
5,OneFam,6,0,Rec,Unf,Typical,Av,Good,390,SBrkr,0,Typical,Typical,Typical,2,1040,PConc,504,2,Unf,Typical,2080,Two_Story,Fair,HLS,11606,70,0,192,North_Ames,0,Average,Average,Paved,0,Gable,Family,135000,0,1040,Pave,0,9,1040,AllPub,335,1956,0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,38,3851,0,0,0,0,1,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,No,Good,476,SBrkr,0,Typical,Good,Typical,1,952,PConc,440,2,Fin,Typical,1636,Two_Story,Typical,Lvl,7500,60,0,0,Gilbert,84,Average,Above_Average,Paved,0,Gable,Normal,191000,0,684,Pave,0,7,952,AllPub,0,356,0,3.5,1.0,0.0,1.0,1.0,0.0,1.0,11,3151,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Good,832,SBrkr,0,Typical,Typical,Typical,1,885,PConc,427,2,Fin,Typical,1718,Two_Story,Typical,Lvl,10141,74,0,40,Gilbert,94,Average,Good,Paved,0,Gable,Normal,185000,291,833,Pave,0,7,832,AllPub,0,355,0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,11,3483,0,0,0,0,1,1,0,0,0
3,OneFam,2,180,BLQ,Rec,Typical,Av,Good,38,SBrkr,180,Typical,Typical,No_Fireplace,0,1181,CBlock,588,2,RFn,Typical,1181,SFoyer,Typical,Lvl,10012,90,0,0,Edwards,0,Average,Below_Average,Paved,0,Gable,Normal,137500,0,0,Pave,0,6,1138,AllPub,0,1493,0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,36,2539,0,0,0,1,0,1,0,0,0
2,OneFam,3,0,GLQ,Unf,Typical,Av,Excellent,636,SBrkr,0,Typical,Excellent,Good,1,2290,PConc,1174,3,Fin,Typical,2290,One_Story,Excellent,Lvl,17169,59,0,970,Northridge_Heights,30,Average,Very_Excellent,Paved,0,Hip,Partial,500067,0,0,Pave,0,7,2320,AllPub,192,1702,0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0,5471,0,0,0,0,1,1,0,0,0
3,OneFam,6,0,Rec,Unf,Typical,No,Typical,524,SBrkr,0,Typical,Typical,No_Fireplace,0,892,CBlock,264,1,RFn,Typical,892,One_Story,Typical,Lvl,9477,0,0,65,North_Ames,0,Average,Average,Paved,0,Gable,Normal,110000,0,0,Pave,0,5,864,AllPub,0,1050,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,42,2286,0,0,0,1,0,1,0,0,0
3,Twnhs,3,0,GLQ,Unf,Typical,No,Good,147,SBrkr,0,Typical,Good,No_Fireplace,0,962,PConc,480,2,Unf,Typical,1607,Two_Story,Good,Lvl,2645,24,0,456,Somerset,0,Average,Very_Good,Paved,0,Gable,Normal,200000,0,645,Pave,0,7,960,AllPub,169,1177,0,3.5,1.0,1.0,1.0,0.0,0.0,1.0,9,2886,0,0,0,1,0,1,0,0,0
2,OneFam,7,0,Unf,Unf,Typical,No,Good,1686,SBrkr,0,Typical,Good,Typical,1,1707,CBlock,511,2,RFn,Typical,1707,One_Story,Typical,Lvl,16669,0,0,653,Timberland,64,Above_Average,Very_Good,Paved,0,Hip,Normal,228000,0,0,Pave,0,6,1686,AllPub,574,2895,0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,25,5724,0,0,0,0,1,1,0,0,0
3,OneFam,2,0,BLQ,Unf,Typical,No,Typical,244,SBrkr,0,Typical,Typical,No_Fireplace,0,858,CBlock,0,0,No_Garage,No_Garage,858,One_Story,Typical,Lvl,8125,0,0,0,North_Ames,0,Below_Average,Below_Average,Paved,0,Gable,Normal,88000,0,0,Pave,0,5,858,AllPub,0,2362,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,35,1962,0,0,0,0,1,1,0,0,0
2,TwnhsE,7,0,Unf,Unf,Typical,No,Good,1368,SBrkr,0,Typical,Good,Good,1,1368,PConc,474,2,RFn,Typical,1368,One_Story,Good,Lvl,6792,40,0,94,Northridge_Heights,35,Average,Good,Paved,0,Gable,Partial,202665,0,0,Pave,0,6,1368,AllPub,132,2407,0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1,4278,0,0,0,0,1,1,0,0,0
2,OneFam,4,0,LwQ,Unf,Typical,No,Typical,552,SBrkr,108,Typical,Typical,Good,2,1192,CBlock,240,1,Unf,Typical,1595,One_and_Half_Fin,Typical,Bnk,8400,60,0,0,South_and_West_of_Iowa_State_University,0,Average,Above_Average,Paved,0,Gable,Normal,140000,0,403,Pave,0,6,940,AllPub,0,2847,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,66,3091,0,0,0,1,0,1,0,0,0
4,OneFam,7,0,Unf,Unf,Typical,No,Typical,1105,SBrkr,1012,Typical,Typical,Poor,1,1105,CBlock,515,2,Unf,Typical,1822,One_and_Half_Fin,Good,Lvl,23920,104,0,0,Sawyer_West,195,Average,Above_Average,Partial_Pavement,444,Gable,Normal,228500,0,717,Pave,0,7,1105,AllPub,0,2090,1,2.0,1.0,0.0,1.0,1.0,0.0,0.0,23,4234,0,1,0,1,0,1,0,0,0
5,OneFam,6,546,Rec,LwQ,Typical,No,Typical,0,SBrkr,0,Good,Typical,Good,1,1664,BrkTil,216,1,Unf,Typical,2526,One_and_Half_Fin,Good,Lvl,8520,60,0,0,Old_Town,15,Good,Above_Average,Paved,0,Gable,Family,136000,0,862,Pave,0,10,714,AllPub,88,2028,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,91,3895,0,1,0,1,0,1,0,0,0
6,Duplex,5,0,No_Basement,No_Basement,No_Basement,No_Basement,No_Basement,0,SBrkr,0,Typical,Typical,No_Fireplace,0,1120,Slab,528,2,Unf,Typical,2240,Two_Story,Typical,Lvl,7018,64,0,0,Sawyer_West,0,Average,Average,Paved,0,Gable,Alloca,142953,0,1120,Pave,0,12,0,AllPub,154,813,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,30,2399,0,1,0,1,0,1,0,0,0
2,TwnhsE,1,0,ALQ,Unf,Typical,Av,Good,522,SBrkr,0,Typical,Good,Good,1,1358,PConc,484,2,RFn,Typical,1358,One_Story,Good,Lvl,6904,47,0,240,Northridge_Heights,36,Average,Above_Average,Paved,0,Gable,Normal,213000,0,0,Pave,0,6,1358,AllPub,192,452,0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,4,3467,0,0,0,0,1,1,0,0,0
4,Duplex,4,0,LwQ,Unf,Typical,Mn,Typical,339,FuseA,169,Typical,Typical,No_Fireplace,0,972,CBlock,324,2,Unf,Fair,1944,Two_Story,Typical,Lvl,10307,57,0,0,Old_Town,28,Average,Above_Average,Dirt_Gravel,0,Gable,Normal,103500,0,972,Pave,0,12,972,AllPub,0,695,0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,99,3287,0,0,0,1,0,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,No,Good,466,SBrkr,0,Typical,Good,No_Fireplace,0,866,PConc,603,2,RFn,Typical,1768,Two_Story,Good,Lvl,9803,75,0,0,Somerset,108,Average,Good,Paved,0,Gable,Normal,226700,0,902,Pave,0,7,866,AllPub,0,1124,0,2.5,1.0,0.0,1.0,0.0,0.0,0.0,3,3211,0,0,0,1,0,1,0,0,0
2,TwnhsE,7,0,Unf,Unf,Typical,No,Excellent,1451,SBrkr,0,Typical,Excellent,Good,1,1456,PConc,539,2,RFn,Typical,1456,One_Story,Excellent,Lvl,6472,48,0,500,Northridge_Heights,42,Average,Excellent,Paved,0,Hip,Normal,248500,0,0,Pave,0,6,1451,AllPub,192,460,0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1,4599,0,0,0,1,0,1,0,0,0
3,OneFam,2,180,BLQ,LwQ,Typical,No,Typical,0,SBrkr,0,Typical,Typical,No_Fireplace,0,1319,PConc,270,1,Unf,Typical,1319,One_Story,Typical,Lvl,10634,79,0,0,North_Ames,0,Above_Average,Average,Paved,0,Gable,Normal,123000,0,0,Pave,0,5,608,AllPub,66,644,0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,56,2175,0,0,0,1,0,1,0,0,0
3,OneFam,2,0,BLQ,Unf,Typical,Av,Typical,210,SBrkr,180,Typical,Typical,Typical,1,1124,CBlock,353,1,Fin,Typical,1124,One_Story,Typical,Lvl,10152,72,0,0,North_Ames,211,Above_Average,Above_Average,Paved,0,Gable,Normal,153000,142,0,Pave,0,6,1124,AllPub,0,2580,0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,50,2671,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Good,384,SBrkr,0,Typical,Typical,Typical,1,774,PConc,400,2,RFn,Typical,1430,SLvl,Typical,Lvl,7750,62,0,0,Gilbert,0,Average,Good,Paved,0,Gable,Normal,156000,0,656,Pave,0,7,384,AllPub,0,490,0,2.5,1.0,0.0,1.0,1.0,0.0,1.0,10,2205,0,0,0,1,0,1,0,0,0
3,OneFam,2,0,BLQ,Unf,Typical,No,Typical,155,SBrkr,0,Typical,Typical,No_Fireplace,0,698,CBlock,440,2,Fin,Typical,1426,Two_Story,Typical,Bnk,7950,75,0,140,Edwards,0,Above_Average,Above_Average,Paved,0,Hip,Normal,159500,0,728,Pave,0,6,690,AllPub,252,889,0,1.5,1.0,0.0,1.0,0.0,1.0,0.0,32,2525,0,0,0,0,1,1,0,0,0
3,OneFam,1,374,ALQ,Rec,Typical,No,Typical,700,SBrkr,0,Typical,Typical,Typical,1,1362,CBlock,504,2,Unf,Typical,1362,One_Story,Typical,Lvl,10197,80,0,491,North_Ames,20,Average,Above_Average,Paved,0,Gable,Normal,163000,0,0,Pave,0,6,1362,AllPub,0,1230,0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,47,3819,0,0,0,0,1,1,0,0,0
0,OneFam,3,0,GLQ,Unf,Typical,Gd,Excellent,32,SBrkr,0,Typical,Good,Good,1,1842,CBlock,894,3,Fin,Typical,1842,One_Story,Good,Low,50271,68,0,0,Veenker,72,Average,Excellent,Paved,0,Gable,Normal,385000,0,0,Pave,0,5,1842,AllPub,857,2523,0,2.5,1.0,0.0,1.0,1.0,0.0,1.0,25,4648,0,0,0,0,1,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Typical,660,SBrkr,0,Typical,Typical,Typical,1,1285,CBlock,528,2,RFn,Typical,1285,One_Story,Typical,Lvl,8197,71,0,148,Sawyer,0,Average,Above_Average,Paved,0,Gable,Normal,143500,0,0,Pave,0,7,660,AllPub,138,2063,0,1.5,1.0,0.0,1.0,1.0,1.0,0.0,30,2750,0,0,0,1,0,1,0,0,0
2,TwnhsE,3,0,GLQ,Unf,Typical,No,Good,312,SBrkr,0,Typical,Good,No_Fireplace,0,551,PConc,480,2,Unf,Typical,1102,Two_Story,Good,Lvl,5105,0,0,0,Somerset,60,Average,Good,Paved,0,Gable,Normal,148800,0,551,Pave,0,4,551,AllPub,0,1848,0,2.5,1.0,0.0,1.0,0.0,0.0,0.0,3,2028,0,0,0,0,1,1,0,0,0
3,OneFam,2,165,BLQ,Rec,Typical,No,Typical,238,FuseA,32,Typical,Typical,Typical,2,958,CBlock,240,1,Unf,Typical,1578,One_and_Half_Fin,Fair,Lvl,9490,79,0,0,North_Ames,0,Good,Above_Average,Paved,0,Gable,Normal,133000,0,620,Pave,0,5,806,AllPub,0,2563,0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,65,2789,0,1,0,1,0,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,No,Typical,369,SBrkr,0,Typical,Typical,No_Fireplace,0,1150,CBlock,288,1,RFn,Typical,1150,One_Story,Typical,Lvl,7000,70,0,0,North_Ames,0,Below_Average,Average,Paved,0,Hip,Normal,146000,162,0,Pave,0,6,1150,AllPub,0,2630,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,45,2672,0,0,0,1,0,1,0,0,0
3,OneFam,2,0,BLQ,Unf,Typical,No,Good,92,SBrkr,0,Typical,Typical,Fair,1,1178,CBlock,439,2,Unf,Typical,1178,One_Story,Good,Lvl,10000,80,0,0,Northwest_Ames,0,Above_Average,Average,Paved,0,Gable,Normal,157000,0,0,Pave,0,5,1176,AllPub,224,1032,0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,35,2672,0,0,0,1,0,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,Mn,Good,119,SBrkr,0,Typical,Good,Typical,1,927,PConc,506,2,Fin,Typical,1915,Two_Story,Good,Lvl,10041,80,0,0,Sawyer_West,150,Average,Very_Good,Paved,0,Gable,Abnorml,220000,0,988,Pave,0,8,908,AllPub,120,2764,0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,14,3215,0,0,0,0,1,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Fair,840,SBrkr,202,Good,Good,No_Fireplace,0,840,CBlock,379,1,Unf,Typical,1605,Two_Story,Typical,Lvl,5790,60,0,0,Old_Town,0,Above_Average,Fair,Paved,0,Gambrel,Normal,107400,0,765,Pave,0,8,840,AllPub,0,175,0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,95,3292,0,0,0,1,0,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,No,Good,111,SBrkr,0,Typical,Typical,Typical,1,819,PConc,394,2,Fin,Typical,1514,Two_Story,Typical,Lvl,8433,42,0,0,Gilbert,72,Average,Above_Average,Paved,0,Gable,Normal,190000,0,695,Pave,0,7,794,AllPub,0,489,0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,9,2494,0,0,0,0,1,1,0,0,0
3,OneFam,1,0,ALQ,Unf,Typical,No,Typical,345,FuseA,30,Typical,Typical,No_Fireplace,0,720,BrkTil,720,2,Fin,Typical,1215,One_and_Half_Fin,Good,Lvl,7000,50,0,0,Iowa_DOT_and_Rail_Road,0,Good,Above_Average,Paved,0,Gable,Normal,141000,0,495,Pave,0,6,720,AllPub,0,2233,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,67,2281,0,0,0,1,0,1,0,0,0
3,Twnhs,1,0,ALQ,Unf,Typical,No,Good,195,SBrkr,0,Typical,Typical,No_Fireplace,0,757,PConc,440,2,Unf,Typical,1501,Two_Story,Typical,Lvl,2280,24,0,360,Somerset,0,Average,Good,Paved,0,Gable,Normal,179400,0,744,Pave,0,6,744,AllPub,0,1166,0,2.5,1.0,1.0,1.0,0.0,0.0,0.0,9,2441,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Good,698,SBrkr,0,Typical,Good,Good,1,698,PConc,350,3,Unf,Typical,1746,Two_Story,Good,Lvl,9729,63,0,0,Gilbert,34,Average,Above_Average,Paved,0,Gable,Partial,198444,0,1048,Pave,0,6,698,AllPub,0,1733,0,3.5,1.0,0.0,1.0,1.0,0.0,1.0,1,3183,0,0,0,0,1,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Good,924,SBrkr,0,Typical,Typical,No_Fireplace,0,924,CBlock,280,1,Unf,Typical,924,One_Story,Typical,Lvl,7990,88,0,0,College_Creek,0,Above_Average,Average,Paved,0,Hip,Normal,110000,0,0,Pave,0,5,924,AllPub,0,1451,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,33,2779,0,0,0,0,1,1,0,0,0
2,TwnhsE,3,0,GLQ,Unf,Typical,Gd,Good,342,SBrkr,0,Typical,Good,Typical,1,1455,PConc,644,3,Fin,Typical,1455,One_Story,Good,Lvl,3940,0,0,143,Bloomington_Heights,20,Average,Good,Paved,0,Gable,Normal,195000,144,0,Pave,0,6,1415,AllPub,156,1081,0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,5,3391,0,0,0,1,0,1,0,0,0
2,OneFam,7,0,Unf,Unf,Fair,No,Fair,264,SBrkr,112,Good,Typical,No_Fireplace,0,768,BrkTil,360,2,Unf,Typical,1432,Two_Story,Typical,Lvl,9600,60,0,0,Old_Town,0,Good,Average,Paved,0,Gable,Abnorml,132000,0,664,Pave,0,7,264,AllPub,270,1975,0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,97,2237,0,0,0,1,0,1,0,0,0
2,OneFam,4,0,LwQ,Unf,Typical,No,Typical,728,SBrkr,0,Typical,Typical,Good,1,1268,PConc,244,1,Fin,Typical,1268,One_Story,Typical,Lvl,7800,78,0,200,North_Ames,98,Above_Average,Average,Paved,0,Gable,Normal,132000,0,0,Pave,0,7,1268,AllPub,0,134,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,56,3366,0,0,0,1,0,1,0,0,0
3,OneFam,1,0,ALQ,Unf,Typical,No,Typical,218,SBrkr,0,Good,Good,No_Fireplace,0,864,CBlock,336,1,Unf,Typical,864,One_Story,Typical,Lvl,7000,0,0,90,College_Creek,0,Very_Good,Average,Paved,0,Gable,Normal,136500,0,0,Pave,0,6,864,AllPub,0,857,0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,31,1947,0,0,0,0,1,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,Av,Good,745,SBrkr,0,Typical,Good,Good,1,745,PConc,392,2,Fin,Typical,1490,Two_Story,Good,Lvl,8918,57,0,0,Gilbert,20,Average,Above_Average,Paved,0,Gable,Normal,167800,0,745,Pave,0,7,745,AllPub,36,466,0,2.5,1.0,0.0,1.0,1.0,0.0,1.0,4,3043,0,0,0,0,1,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,No,Typical,177,SBrkr,0,Typical,Typical,Typical,1,872,PConc,546,2,Fin,Typical,1789,Two_Story,Typical,Lvl,10646,79,0,513,Somerset,0,Average,Good,Paved,0,Gable,Normal,223000,0,917,Pave,0,7,858,AllPub,0,1175,0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,7,2827,0,0,0,0,1,1,0,0,0
4,OneFam,3,0,GLQ,Unf,Typical,Mn,Good,143,SBrkr,0,Typical,Typical,Typical,1,1280,PConc,660,2,Unf,Typical,2495,Two_Story,Good,Lvl,10791,80,0,0,Northwest_Ames,32,Average,Above_Average,Paved,0,Gable,Normal,243500,0,1215,Pave,0,9,1280,AllPub,224,112,0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,17,4177,0,0,0,1,0,1,0,0,0
2,OneFam,6,450,Rec,GLQ,Typical,Av,Good,0,SBrkr,0,Typical,Good,Poor,1,1338,CBlock,576,2,Unf,Typical,1338,SLvl,Good,Lvl,19255,66,0,100,Sawyer_West,0,Average,Above_Average,Paved,0,Gable,Normal,156500,0,0,Pave,0,5,520,AllPub,0,801,0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,26,2314,0,0,0,0,1,1,0,0,0
3,OneFam,6,345,Rec,BLQ,Typical,No,Typical,975,SBrkr,0,Typical,Typical,No_Fireplace,0,1516,CBlock,472,2,RFn,Typical,1516,One_Story,Typical,Lvl,10004,100,0,180,North_Ames,0,Above_Average,Above_Average,Paved,0,Gable,Normal,167000,152,0,Pave,0,6,1516,AllPub,0,606,0,1.5,1.0,0.0,1.0,0.0,0.0,0.0,45,4358,0,0,0,1,0,1,0,0,0
3,OneFam,6,0,Rec,Unf,Typical,No,Typical,263,SBrkr,0,Typical,Typical,Good,1,1482,CBlock,609,2,Unf,Typical,1482,One_Story,Typical,Lvl,16012,60,0,60,Edwards,30,Below_Average,Below_Average,Paved,0,Hip,Abnorml,125000,0,0,Pave,0,6,954,AllPub,0,2840,0,2.5,1.0,0.0,1.0,1.0,1.0,1.0,52,2735,0,0,0,0,1,1,0,0,0
2,TwnhsE,7,0,Unf,Unf,Typical,No,Good,1074,SBrkr,137,Typical,Good,No_Fireplace,0,1088,CBlock,461,2,RFn,Typical,1088,One_Story,Good,Lvl,3696,0,0,0,Stone_Brook,74,Average,Very_Good,Paved,0,Gable,Normal,170000,0,0,Pave,0,5,1074,AllPub,0,1632,0,1.5,1.0,0.0,1.0,0.0,0.0,0.0,21,3317,0,0,0,1,0,1,0,0,0
3,OneFam,1,661,ALQ,Rec,Typical,No,Typical,628,SBrkr,0,Typical,Typical,Good,2,1478,CBlock,442,2,RFn,Typical,1478,One_Story,Typical,Lvl,8400,70,0,0,North_Ames,0,Fair,Above_Average,Paved,0,Hip,Normal,156500,216,0,Pave,0,6,1478,AllPub,114,632,0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,52,4360,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Good,616,SBrkr,0,Typical,Typical,Good,1,616,PConc,432,2,Fin,Typical,1412,Two_Story,Good,Lvl,8499,73,0,0,Gilbert,36,Average,Above_Average,Paved,0,Gable,Partial,156932,0,796,Pave,0,6,616,AllPub,0,1738,0,2.5,1.0,0.0,1.0,1.0,0.0,1.0,1,2687,0,0,0,0,1,1,0,0,0
4,OneFam,7,0,Unf,Unf,Typical,Av,Good,1242,SBrkr,0,Typical,Good,Typical,1,1251,PConc,751,3,RFn,Typical,2501,Two_Story,Good,Lvl,11929,0,0,466,Northridge,87,Good,Very_Good,Paved,0,Gable,Normal,290000,0,1250,Pave,0,9,1242,AllPub,192,1105,0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,13,5271,0,0,0,0,1,1,0,0,0
2,OneFam,1,0,ALQ,Unf,Typical,Gd,Typical,545,SBrkr,0,Typical,Typical,Good,2,1518,PConc,0,0,No_Garage,No_Garage,1518,One_Story,Fair,Lvl,19550,85,0,0,Edwards,39,Good,Average,Paved,0,Flat,Normal,260000,0,0,Pave,0,5,1580,AllPub,0,1408,0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,68,3683,0,0,0,1,0,1,0,0,0
3,OneFam,6,0,Rec,Unf,Typical,Av,Typical,734,SBrkr,216,Good,Good,Typical,1,1844,CBlock,540,2,RFn,Typical,1844,One_Story,Good,Lvl,16381,0,0,312,Crawford,73,Average,Above_Average,Paved,0,Gable,Normal,223000,0,0,Pave,0,7,1844,AllPub,0,2872,0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,37,4501,0,0,0,0,1,1,0,0,0
3,OneFam,6,0,Rec,Unf,Typical,No,Good,416,SBrkr,259,Typical,Typical,Good,1,1134,BrkTil,396,2,Unf,Fair,2058,Two_and_Half_Unf,Typical,Lvl,9600,60,0,0,Old_Town,0,Average,Above_Average,Partial_Pavement,0,Gable,Normal,129500,0,924,Pave,0,8,735,AllPub,0,1314,0,1.5,1.0,1.0,1.0,1.0,0.0,1.0,91,3215,0,0,0,1,0,1,0,0,0
3,OneFam,3,419,GLQ,ALQ,Typical,No,Good,581,SBrkr,0,Good,Good,Good,2,2365,CBlock,551,2,Fin,Typical,2365,One_Story,Excellent,Bnk,17597,0,0,0,Crawford,144,Excellent,Good,Paved,0,Hip,Normal,315000,0,0,Pave,0,7,1803,AllPub,200,938,0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,38,5515,0,0,0,1,0,1,0,0,0
2,TwnhsE,3,0,GLQ,Unf,Typical,No,Good,1451,SBrkr,0,Typical,Good,No_Fireplace,0,1565,PConc,476,2,Fin,Typical,1565,One_Story,Good,Lvl,3784,32,0,36,Somerset,120,Average,Very_Good,Paved,0,Gable,Partial,193800,0,0,Pave,0,5,1511,AllPub,0,1837,0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1,4650,0,0,0,0,1,1,0,0,0
3,OneFam,1,0,ALQ,Unf,Typical,No,Typical,673,SBrkr,0,Good,Typical,No_Fireplace,0,864,CBlock,463,2,Unf,Typical,864,One_Story,Typical,Lvl,8120,70,0,0,North_Ames,0,Good,Below_Average,Paved,0,Gable,Normal,124500,0,0,Pave,0,5,864,AllPub,0,400,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,39,2402,0,0,0,1,0,1,0,0,0
2,OneFam,3,0,GLQ,Unf,Good,No,Typical,0,SBrkr,0,Good,Typical,No_Fireplace,0,816,PConc,816,2,Fin,Typical,816,One_Story,Typical,Lvl,6600,60,0,0,Mitchell,0,Very_Good,Average,Paved,0,Gable,Normal,138000,0,0,Pave,0,4,816,AllPub,0,1606,0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,26,1635,0,0,0,1,0,1,0,0,0
